,city_id,city,country,city_lat,city_lng,temp,humidity,cloudiness,wind_speed
375,3115824,Muros,ES,42.78,-9.06,64.99,68,100,13.0
376,3514277,Yecuatla,MX,19.87,-96.75,84.15,42,0,7.87
377,5720495,Coos Bay,US,43.37,-124.22,57.38,93,90,6.93
378,3355672,Lüderitz,NA,-26.65,15.16,73.4,25,0,16.11
379,3874787,Punta Arenas,CL,-53.15,-70.92,39.09,86,40,4.7
380,3833367,Ushuaia,AR,-54.8,-68.3,39.2,80,75,8.05
381,5880054,Barrow,US,71.29,-156.79,37.4,71,1,10.29
382,2206939,Bluff,NZ,-46.6,168.33,49.55,89,23,9.42
383,2075265,Busselton,AU,-33.65,115.33,55.6,77,100,5.55
384,2121385,Severo-Kuril'sk,RU,50.68,156.12,40.91,92,100,14.32
385,964432,Port Alfred,ZA,-33.59,26.89,57.99,92,65,1.99
386,3831208,Qaanaaq,GL,77.48,-69.36,35.62,84,72,5.91
387,1128239,Rūdbār,AF,30.15,62.6,96.35,9,0,9.8
388,3385935,Tucuruí,BR,-3.77,-49.67,88.86,58,5,4.88
389,494970,Sheltozero,RU,61.37,35.37,66.47,61,0,4.54
390,223816,Djibouti,DJ,11.5,42.5,90.7,36,99,9.6
391,965528,Phalaborwa,ZA,-23.94,31.14,64.4,27,0,6.93
392,2094746,Kandrian,PG,-6.22,149.55,77.34,89,41,4.63
393,5282297,Bethel,US,41.37,-73.41,70.77,45,40,5.82
394,6165406,Thompson,CA,55.74,-97.86,71.6,53,40,4.7
395,2077963,Albany,AU,-35.02,117.89,57.2,71,90,8.05
396,964432,Port Alfred,ZA,-33.59,26.89,57.99,92,65,1.99
397,3421193,Paamiut,GL,61.99,-49.67,39.83,83,95,18.75
398,1505965,Igrim,RU,63.19,64.42,63.05,58,78,5.03
399,3874787,Punta Arenas,CL,-53.15,-70.92,39.09,86,40,4.7
400,5866583,Saint Paul Harbor,US,57.79,-152.41,50.0,81,1,4.94
401,2208248,Kaitangata,NZ,-46.28,169.85,45.0,77,0,3.0
402,3833367,Ushuaia,AR,-54.8,-68.3,39.2,80,75,8.05
403,2964782,Dingle,IE,52.14,-10.27,62.6,88,40,4.7
404,3370903,Jamestown,SH,-15.94,-5.72,66.18,83,32,18.37
405,2071860,Esperance,AU,-33.87,121.9,48.2,93,90,8.05
406,3421765,Nanortalik,GL,60.14,-45.24,40.57,74,79,6.55
407,3665202,Aripuanã,BR,-9.17,-60.63,90.32,42,9,4.5
408,3385077,Conde,BR,-7.26,-34.91,84.2,70,40,8.05
409,3423146,Ilulissat,GL,69.22,-51.1,37.4,86,75,4.7
410,2077963,Albany,AU,-35.02,117.89,57.2,71,90,8.05
411,7535694,Desbiens,CA,48.42,-71.95,64.4,45,75,4.7
412,60019,Eyl,SO,7.98,49.82,86.41,52,17,22.03
413,1649150,Bengkulu,ID,-3.8,102.27,78.35,81,65,4.29
414,4032243,Vaini,TO,-21.2,-175.2,69.8,68,20,12.75
415,1587923,Bien Hoa,VN,10.95,106.82,80.6,94,75,4.7
416,2023350,Kabansk,RU,52.05,106.65,64.4,48,23,4.47
417,3893629,Coquimbo,CL,-29.95,-71.34,57.2,76,90,5.82
418,2155415,New Norfolk,AU,-42.78,147.06,53.19,80,99,3.0
419,4030556,Rikitea,PF,-23.12,-134.97,75.6,82,61,14.18
420,1510689,Baykit,RU,61.67,96.37,44.2,84,53,3.22
421,5848280,Kapaa,US,22.08,-159.32,72.86,83,20,13.87
422,1568574,Qui Nhon,VN,13.77,109.23,79.99,85,100,5.84
423,505014,Priyutovo,RU,53.9,53.93,56.55,88,3,5.55
424,2109528,Buala,SB,-8.14,159.59,80.53,81,73,9.26
425,7671223,Kloulklubed,PW,7.04,134.26,75.2,94,75,11.92
426,3354071,Oranjemund,NA,-28.55,16.43,60.39,45,0,17.13
427,3457191,Miguel Pereira,BR,-22.45,-43.47,70.47,83,90,4.7
428,3401148,Cururupu,BR,-1.83,-44.87,84.61,74,83,6.08
429,4156404,Gainesville,US,29.65,-82.32,83.89,58,1,12.75
430,1486321,Yar-Sale,RU,66.83,70.83,57.96,51,91,14.88
431,3833367,Ushuaia,AR,-54.8,-68.3,39.2,80,75,8.05
432,2074865,Carnarvon,AU,-24.87,113.63,67.21,26,0,17.31
433,64814,Bandarbeyla,SO,9.49,50.81,85.55,56,51,21.18
434,2444219,Gouré,NE,13.98,10.27,99.0,36,58,5.01
435,3894426,Coyhaique,CL,-45.58,-72.07,32.0,78,75,2.98
436,2075265,Busselton,AU,-33.65,115.33,55.6,77,100,5.55
437,247176,Şabḩā,JO,32.33,36.5,75.2,47,0,14.99
438,3398480,Gurupá,BR,-1.41,-51.64,89.62,54,38,3.53
439,6165406,Thompson,CA,55.74,-97.86,71.6,53,40,4.7
440,3458498,Linhares,BR,-19.39,-40.07,81.55,56,1,10.13
441,3833367,Ushuaia,AR,-54.8,-68.3,39.2,80,75,8.05
442,4030556,Rikitea,PF,-23.12,-134.97,75.6,82,61,14.18
443,2017155,Saskylakh,RU,71.92,114.08,53.28,74,70,10.54
444,2075265,Busselton,AU,-33.65,115.33,55.6,77,100,5.55
445,3370903,Jamestown,SH,-15.94,-5.72,66.18,83,32,18.37
446,2630299,Hofn,IS,64.25,-15.21,50.0,93,90,14.99
447,4035715,Avarua,CK,-21.21,-159.78,69.8,68,75,11.41
448,662222,Zerind,RO,46.62,21.52,66.99,97,100,1.99
449,3421193,Paamiut,GL,61.99,-49.67,39.83,83,95,18.75
450,1068971,Antsohihy,MG,-14.88,47.99,76.59,55,18,7.85
451,1630639,Pringsewu,ID,-5.36,104.97,74.43,93,74,1.36
452,1633419,Padang,ID,-0.95,100.35,79.07,81,99,5.01
453,3370903,Jamestown,SH,-15.94,-5.72,66.18,83,32,18.37
454,1263752,Māngrol,IN,21.12,70.12,83.84,77,100,2.75
455,3069493,Nové Hrady,CZ,48.79,14.78,62.91,80,100,4.0
456,4030556,Rikitea,PF,-23.12,-134.97,75.6,82,61,14.18
457,5905393,Bonavista,CA,48.65,-53.11,45.0,79,100,1.99
458,1015776,Bredasdorp,ZA,-34.53,20.04,55.4,87,17,5.93
459,2077895,Alice Springs,AU,-23.7,133.88,49.51,49,90,7.58
460,2020838,Lensk,RU,60.73,114.93,55.8,90,97,2.75
461,2074865,Carnarvon,AU,-24.87,113.63,67.21,26,0,17.31
462,5924351,Clyde River,CA,70.47,-68.59,32.0,93,40,24.16
463,159647,Hedaru,TZ,-4.5,37.9,68.43,68,44,6.08
464,4030556,Rikitea,PF,-23.12,-134.97,75.6,82,61,14.18
465,3894426,Coyhaique,CL,-45.58,-72.07,32.0,78,75,2.98
466,2123814,Leningradskiy,RU,69.38,178.42,42.58,86,0,2.06
467,2206939,Bluff,NZ,-46.6,168.33,49.55,89,23,9.42
468,4020109,Atuona,PF,-9.8,-139.03,79.79,76,43,13.15
469,2121385,Severo-Kuril'sk,RU,50.68,156.12,40.91,92,100,14.32
470,3391889,Pitimbu,BR,-7.47,-34.81,84.2,70,40,8.05
471,6137462,Saint-Augustin,CA,51.23,-58.65,60.75,40,26,16.71
472,2163355,Hobart,AU,-42.88,147.33,55.72,54,90,6.93
473,6255012,Flinders,AU,-34.58,150.86,60.15,66,0,11.01
474,359783,Assiut,EG,27.18,31.18,89.6,31,0,17.22
475,3379507,Bartica,GY,6.4,-58.62,84.2,83,75,6.93
476,2067089,Maningrida,AU,-12.07,134.27,71.64,85,2,9.98
477,1282256,Hithadhoo,MV,-0.6,73.08,85.01,75,95,14.16
478,3370903,Jamestown,SH,-15.94,-5.72,66.18,83,32,18.37
479,2075265,Busselton,AU,-33.65,115.33,55.6,77,100,5.55
480,3833367,Ushuaia,AR,-54.8,-68.3,39.2,80,75,8.05
481,3896218,Castro,CL,-42.47,-73.77,46.58,100,100,6.93
482,4020109,Atuona,PF,-9.8,-139.03,79.79,76,43,13.15
483,3874787,Punta Arenas,CL,-53.15,-70.92,39.09,86,40,4.7
484,1067565,Beloha,MG,-25.17,45.05,63.25,91,4,9.6
485,4020109,Atuona,PF,-9.8,-139.03,79.79,76,43,13.15
486,5855927,Hilo,US,19.73,-155.09,69.06,83,75,5.82
487,5848280,Kapaa,US,22.08,-159.32,72.86,83,20,13.87
488,3874787,Punta Arenas,CL,-53.15,-70.92,39.09,86,40,4.7
489,2015306,Tiksi,RU,71.69,128.87,52.07,60,100,11.39
490,6185377,Yellowknife,CA,62.46,-114.35,56.7,62,75,25.28
491,2511180,Santa Cruz de La Palma,ES,28.68,-17.76,76.55,57,36,4.7
492,5637146,Anaconda,US,46.13,-112.94,50.0,39,20,4.7
493,3833367,Ushuaia,AR,-54.8,-68.3,39.2,80,75,8.05
494,3459094,Laguna,BR,-28.48,-48.78,65.55,72,36,16.98
495,2015306,Tiksi,RU,71.69,128.87,52.07,60,100,11.39
496,3842881,Nueve de Julio,AR,-35.44,-60.88,54.95,40,68,13.13
497,2074865,Carnarvon,AU,-24.87,113.63,67.21,26,0,17.31
498,2015306,Tiksi,RU,71.69,128.87,52.07,60,100,11.39
499,3359638,Walvis Bay,NA,-22.96,14.51,74.37,15,0,11.41
500,4030556,Rikitea,PF,-23.12,-134.97,75.6,82,61,14.18
501,3347353,Menongue,AO,-14.66,17.69,61.86,50,0,3.78
502,2077963,Albany,AU,-35.02,117.89,57.2,71,90,8.05
503,6620339,Karratha,AU,-20.74,116.85,71.87,37,0,14.29
504,1282256,Hithadhoo,MV,-0.6,73.08,85.01,75,95,14.16
505,241131,Victoria,SC,-4.62,55.45,82.4,83,40,8.05
506,2156643,Mount Gambier,AU,-37.83,140.77,51.8,100,75,10.29
507,3445026,Vila Velha,BR,-20.33,-40.29,77.86,74,75,8.05
508,6170031,Tuktoyaktuk,CA,69.45,-133.04,59.0,51,75,9.17
509,4030556,Rikitea,PF,-23.12,-134.97,75.6,82,61,14.18
510,5848280,Kapaa,US,22.08,-159.32,72.86,83,20,13.87
511,4032243,Vaini,TO,-21.2,-175.2,69.8,68,20,12.75
512,6620339,Karratha,AU,-20.74,116.85,71.87,37,0,14.29
513,213940,Kasongo,CD,-4.45,26.67,78.12,45,0,3.36
514,2075265,Busselton,AU,-33.65,115.33,55.6,77,100,5.55
515,5880054,Barrow,US,71.29,-156.79,37.4,71,1,10.29
516,1214488,Meulaboh,ID,4.14,96.13,77.95,88,100,5.17
517,3874787,Punta Arenas,CL,-53.15,-70.92,39.09,86,40,4.7
518,1853371,Ryōtsu-minato,JP,38.08,138.43,68.0,88,14,6.93
519,1490256,Talnakh,RU,69.49,88.4,44.6,56,8,11.18
520,5282297,Bethel,US,41.37,-73.41,70.77,45,40,5.82
521,1623197,Tual,ID,-5.67,132.75,81.05,83,93,23.91
522,935215,Saint-Philippe,RE,-21.36,55.77,66.43,78,48,12.75
523,5557293,Sitka,US,57.05,-135.33,50.0,87,75,4.7
524,2077963,Albany,AU,-35.02,117.89,57.2,71,90,8.05
525,5866583,Saint Paul Harbor,US,57.79,-152.41,50.0,81,1,4.94
526,330534,Mīzan Teferī,ET,6.98,35.58,64.33,92,90,0.87
527,2077963,Albany,AU,-35.02,117.89,57.2,71,90,8.05
528,2126123,Chokurdakh,RU,70.63,147.92,65.55,53,16,3.69
529,2120591,Tilichiki,RU,60.47,166.1,42.93,78,85,1.81
530,2206939,Bluff,NZ,-46.6,168.33,49.55,89,23,9.42
531,3421765,Nanortalik,GL,60.14,-45.24,40.57,74,79,6.55
532,2077963,Albany,AU,-35.02,117.89,57.2,71,90,8.05
533,1791779,Wanning,CN,18.8,110.4,79.34,87,100,14.99
534,923295,Zomba,MW,-15.39,35.32,57.25,87,23,4.92
535,2074865,Carnarvon,AU,-24.87,113.63,67.21,26,0,17.31
536,3874787,Punta Arenas,CL,-53.15,-70.92,39.09,86,40,4.7
537,1006984,East London,ZA,-33.02,27.91,62.13,74,62,8.84
538,5848280,Kapaa,US,22.08,-159.32,72.86,83,20,13.87
539,3723593,Jérémie,HT,18.65,-74.12,85.93,64,60,4.0
540,2206939,Bluff,NZ,-46.6,168.33,49.55,89,23,9.42
541,371745,Kutum,SD,14.2,24.67,88.52,19,50,10.16
542,5848280,Kapaa,US,22.08,-159.32,72.86,83,20,13.87
543,3421765,Nanortalik,GL,60.14,-45.24,40.57,74,79,6.55
544,964432,Port Alfred,ZA,-33.59,26.89,57.99,92,65,1.99
545,2126785,Belaya Gora,RU,68.53,146.42,67.05,50,92,3.71
546,1056899,Sambava,MG,-14.27,50.17,73.27,81,96,12.66
547,2070998,Geraldton,AU,-28.77,114.6,51.8,81,0,3.36
548,2063036,Port Lincoln,AU,-34.73,135.87,59.11,82,100,13.71
549,4030556,Rikitea,PF,-23.12,-134.97,75.6,82,61,14.18
550,3370903,Jamestown,SH,-15.94,-5.72,66.18,83,32,18.37
551,910111,Livingstone,ZM,-17.84,25.85,66.09,48,87,4.12
552,3459094,Laguna,BR,-28.48,-48.78,65.55,72,36,16.98
553,4944903,Nantucket,US,41.28,-70.1,63.16,72,75,21.92
554,1015776,Bredasdorp,ZA,-34.53,20.04,55.4,87,17,5.93
555,898947,Senanga,ZM,-16.12,23.27,64.8,44,0,5.79
556,3416888,Grindavik,IS,63.84,-22.43,50.0,66,40,17.22
557,100926,Umluj,SA,25.02,37.27,82.98,56,0,6.49
558,3421719,Narsaq,GL,60.92,-46.05,44.6,52,75,8.05
559,3366880,Hermanus,ZA,-34.42,19.23,55.99,85,60,13.27
560,3361934,Saldanha,ZA,-33.01,17.94,60.8,67,0,3.36
561,3874787,Punta Arenas,CL,-53.15,-70.92,39.09,86,40,4.7
562,1649150,Bengkulu,ID,-3.8,102.27,78.35,81,65,4.29
563,3466165,Cidreira,BR,-30.18,-50.21,61.29,77,22,15.43
564,4020109,Atuona,PF,-9.8,-139.03,79.79,76,43,13.15
565,964432,Port Alfred,ZA,-33.59,26.89,57.99,92,65,1.99
566,616445,Margahovit,AM,40.73,44.68,60.85,68,40,11.41
567,3366880,Hermanus,ZA,-34.42,19.23,55.99,85,60,13.27
568,3883457,Lebu,CL,-37.62,-73.65,54.03,76,100,27.02
569,3833367,Ushuaia,AR,-54.8,-68.3,39.2,80,75,8.05
570,4020109,Atuona,PF,-9.8,-139.03,79.79,76,43,13.15
571,1282256,Hithadhoo,MV,-0.6,73.08,85.01,75,95,14.16
572,2075265,Busselton,AU,-33.65,115.33,55.6,77,100,5.55
573,6185377,Yellowknife,CA,62.46,-114.35,56.7,62,75,25.28
574,2075265,Busselton,AU,-33.65,115.33,55.6,77,100,5.55
575,3397763,Jacareacanga,BR,-6.22,-57.75,92.41,40,68,3.96
576,1787599,Xingyi,CN,24.19,102.82,62.82,97,93,4.07
577,5973108,Hearst,CA,49.68,-83.67,74.48,21,29,10.78
578,1791779,Wanning,CN,18.8,110.4,79.34,87,100,14.99
579,5896969,Beaverlodge,CA,55.22,-119.44,53.6,54,75,26.4
580,1006984,East London,ZA,-33.02,27.91,62.13,74,62,8.84
581,4034551,Faanui,PF,-16.48,-151.75,80.42,79,89,15.1
582,1809263,Guozhen,CN,34.37,107.36,65.79,84,100,5.08
583,5994763,Labelle,CA,46.28,-74.73,75.76,31,16,1.92
584,3831208,Qaanaaq,GL,77.48,-69.36,35.62,84,72,5.91
585,1505991,Igarka,RU,67.47,86.58,44.31,58,27,6.58
586,964420,Port Elizabeth,ZA,-33.92,25.57,55.4,93,16,9.17
587,3874787,Punta Arenas,CL,-53.15,-70.92,39.09,86,40,4.7
588,2022143,Khuzhir,RU,53.19,107.34,51.58,67,1,4.74
589,3443061,Chui,UY,-33.7,-53.46,58.35,66,93,10.25
590,2075265,Busselton,AU,-33.65,115.33,55.6,77,100,5.55
591,3833367,Ushuaia,AR,-54.8,-68.3,39.2,80,75,8.05
592,3934707,Mollendo,PE,-17.02,-72.01,66.33,68,63,8.08
593,654363,Kankaanpää,FI,61.8,22.42,76.86,35,0,12.75
594,3831208,Qaanaaq,GL,77.48,-69.36,35.62,84,72,5.91
595,2077963,Albany,AU,-35.02,117.89,57.2,71,90,8.05
596,4030556,Rikitea,PF,-23.12,-134.97,75.6,82,61,14.18
597,1715588,Dapdap,PH,12.06,125.49,79.9,78,100,3.83
598,3372760,Praia da Vitória,PT,38.73,-27.07,64.4,93,90,11.79
599,6185377,Yellowknife,CA,62.46,-114.35,56.7,62,75,25.28
600,3874787,Punta Arenas,CL,-53.15,-70.92,39.09,86,40,4.7
601,3370903,Jamestown,SH,-15.94,-5.72,66.18,83,32,18.37
602,3833883,Trelew,AR,-43.25,-65.31,54.82,40,100,18.7
603,546105,Nikolskoye,RU,59.7,30.79,76.59,50,28,6.71
604,1507390,Dikson,RU,73.51,80.55,33.91,91,98,17.16
605,6185377,Yellowknife,CA,62.46,-114.35,56.7,62,75,25.28
606,3369157,Cape Town,ZA,-33.93,18.42,59.0,72,20,6.93
607,2206939,Bluff,NZ,-46.6,168.33,49.55,89,23,9.42
608,3833367,Ushuaia,AR,-54.8,-68.3,39.2,80,75,8.05
609,2075265,Busselton,AU,-33.65,115.33,55.6,77,100,5.55
610,3402648,Carutapera,BR,-1.2,-46.02,82.9,81,95,6.93
611,3430863,Mar del Plata,AR,-38.0,-57.56,54.5,58,55,8.05
612,2206939,Bluff,NZ,-46.6,168.33,49.55,89,23,9.42
613,2027042,Batagay-Alyta,RU,67.8,130.41,53.28,57,100,3.06
614,3874787,Punta Arenas,CL,-53.15,-70.92,39.09,86,40,4.7
615,5367788,Lompoc,US,34.64,-120.46,62.69,77,0,5.82
616,3833367,Ushuaia,AR,-54.8,-68.3,39.2,80,75,8.05
617,3366880,Hermanus,ZA,-34.42,19.23,55.99,85,60,13.27
618,3833367,Ushuaia,AR,-54.8,-68.3,39.2,80,75,8.05
619,3370903,Jamestown,SH,-15.94,-5.72,66.18,83,32,18.37
620,3366880,Hermanus,ZA,-34.42,19.23,55.99,85,60,13.27
621,5367788,Lompoc,US,34.64,-120.46,62.69,77,0,5.82
622,2017155,Saskylakh,RU,71.92,114.08,53.28,74,70,10.54
623,2127202,Anadyr,RU,64.75,177.48,35.26,96,56,8.34
624,5848280,Kapaa,US,22.08,-159.32,72.86,83,20,13.87
625,2163355,Hobart,AU,-42.88,147.33,55.72,54,90,6.93
626,6122707,Rivers,CA,50.03,-100.24,73.4,60,75,21.92
627,4030556,Rikitea,PF,-23.12,-134.97,75.6,82,61,14.18
628,2155415,New Norfolk,AU,-42.78,147.06,53.19,80,99,3.0
629,2411397,Georgetown,SH,-7.93,-14.42,78.49,73,27,15.57
630,4020109,Atuona,PF,-9.8,-139.03,79.79,76,43,13.15
631,1636022,Martapura,ID,-3.42,114.85,75.16,95,1,2.35
632,3874787,Punta Arenas,CL,-53.15,-70.92,39.09,86,40,4.7
633,3874787,Punta Arenas,CL,-53.15,-70.92,39.09,86,40,4.7
634,4030556,Rikitea,PF,-23.12,-134.97,75.6,82,61,14.18
635,2075265,Busselton,AU,-33.65,115.33,55.6,77,100,5.55
636,2411397,Georgetown,SH,-7.93,-14.42,78.49,73,27,15.57
637,3663529,Manacapuru,BR,-3.3,-60.62,89.6,66,40,3.36
638,777019,Vardø,NO,70.37,31.11,48.2,57,40,29.97
639,241131,Victoria,SC,-4.62,55.45,82.4,83,40,8.05
640,2093967,Kimbe,PG,-5.55,150.14,75.81,88,14,3.44
641,964432,Port Alfred,ZA,-33.59,26.89,57.99,92,65,1.99
642,3424607,Tasiilaq,GL,65.61,-37.64,44.6,70,75,5.82
643,3651949,San Cristobal,EC,-0.9,-89.62,77.0,69,20,13.87
644,4030556,Rikitea,PF,-23.12,-134.97,75.6,82,61,14.18
645,3361934,Saldanha,ZA,-33.01,17.94,60.8,67,0,3.36
646,187968,Malindi,KE,-3.22,40.12,80.6,83,40,13.87
647,4030556,Rikitea,PF,-23.12,-134.97,75.6,82,61,14.18
648,2110227,Butaritari,KI,3.07,172.79,83.12,73,21,7.7
649,3652764,Puerto Ayora,EC,-0.74,-90.35,75.76,73,40,14.99
650,553169,Kandry,RU,54.57,54.12,57.29,84,68,4.92
651,3452712,Porto Murtinho,BR,-21.7,-57.88,88.59,38,0,8.72
652,3393536,Olinda,BR,-8.01,-34.86,80.6,83,75,17.22
653,1644605,Galesong,ID,-5.32,119.37,78.8,100,20,2.24
654,964420,Port Elizabeth,ZA,-33.92,25.57,55.4,93,16,9.17
655,6170031,Tuktoyaktuk,CA,69.45,-133.04,59.0,51,75,9.17
656,3833367,Ushuaia,AR,-54.8,-68.3,39.2,80,75,8.05
657,3896218,Castro,CL,-42.47,-73.77,46.58,100,100,6.93
658,5848280,Kapaa,US,22.08,-159.32,72.86,83,20,13.87
659,4030556,Rikitea,PF,-23.12,-134.97,75.6,82,61,14.18
660,1529376,Korla,CN,41.76,86.15,73.99,43,0,1.99
661,2156643,Mount Gambier,AU,-37.83,140.77,51.8,100,75,10.29
662,5855927,Hilo,US,19.73,-155.09,69.06,83,75,5.82
663,3893629,Coquimbo,CL,-29.95,-71.34,57.2,76,90,5.82
664,2208248,Kaitangata,NZ,-46.28,169.85,45.0,77,0,3.0
665,6620339,Karratha,AU,-20.74,116.85,71.87,37,0,14.29
666,2155562,Nelson Bay,AU,-32.72,152.15,50.0,87,0,10.29
667,3874787,Punta Arenas,CL,-53.15,-70.92,39.09,86,40,4.7
668,2630299,Hofn,IS,64.25,-15.21,50.0,93,90,14.99
669,3393008,Parintins,BR,-2.63,-56.74,91.11,47,11,3.71
670,2075265,Busselton,AU,-33.65,115.33,55.6,77,100,5.55
671,1028918,Pemba,MZ,-12.97,40.52,78.4,57,20,16.11
672,2629833,Husavik,IS,66.04,-17.34,55.4,71,75,27.51
673,2070998,Geraldton,AU,-28.77,114.6,51.8,81,0,3.36
674,2155415,New Norfolk,AU,-42.78,147.06,53.19,80,99,3.0
675,2013392,Vilyuysk,RU,63.76,121.62,59.56,49,58,10.09
676,2194098,Ahipara,NZ,-35.17,173.17,55.87,86,100,9.17
677,1492110,Shitkino,RU,56.37,98.35,52.02,90,71,2.95
678,2126123,Chokurdakh,RU,70.63,147.92,65.55,53,16,3.69
679,2075265,Busselton,AU,-33.65,115.33,55.6,77,100,5.55
680,2075265,Busselton,AU,-33.65,115.33,55.6,77,100,5.55
681,3389609,Santa Inês,BR,-3.67,-45.38,86.61,67,72,6.69
682,6165406,Thompson,CA,55.74,-97.86,71.6,53,40,4.7
683,2163355,Hobart,AU,-42.88,147.33,55.72,54,90,6.93
684,3629710,Puerto Ayacucho,VE,5.66,-67.62,80.6,69,75,3.36
685,2112802,Hasaki,JP,35.73,140.83,71.56,88,75,9.17
686,4035715,Avarua,CK,-21.21,-159.78,69.8,68,75,11.41
687,1486321,Yar-Sale,RU,66.83,70.83,57.96,51,91,14.88
688,5870133,Nome,US,64.5,-165.41,55.24,71,90,6.93
689,3520994,Puerto Escondido,MX,15.85,-97.07,86.0,74,5,6.93
690,4030556,Rikitea,PF,-23.12,-134.97,75.6,82,61,14.18
691,1512101,Agirish,RU,61.92,63.02,64.42,53,100,6.31
692,2620425,Aulum,DK,56.26,8.79,75.43,47,10,5.82
693,5282297,Bethel,US,41.37,-73.41,70.77,45,40,5.82
694,964420,Port Elizabeth,ZA,-33.92,25.57,55.4,93,16,9.17
695,3553478,Santa Fe,CU,23.13,-82.26,87.39,62,75,3.36
696,1507390,Dikson,RU,73.51,80.55,33.91,91,98,17.16
697,2411397,Georgetown,SH,-7.93,-14.42,78.49,73,27,15.57
698,3372707,Ribeira Grande,PT,38.52,-28.7,68.0,68,40,16.11
699,3984997,San Quintín,MX,30.48,-115.95,66.63,66,89,6.13
700,3152548,Hjelset,NO,62.78,7.48,75.2,50,20,10.29
701,6167817,Torbay,CA,47.67,-52.73,46.89,100,90,4.7
702,4032243,Vaini,TO,-21.2,-175.2,69.8,68,20,12.75
703,4032243,Vaini,TO,-21.2,-175.2,69.8,68,20,12.75
704,3833367,Ushuaia,AR,-54.8,-68.3,39.2,80,75,8.05
705,162158,Baharly,TM,38.44,57.43,99.03,9,0,7.43
706,2178753,Kirakira,SB,-10.45,161.92,79.27,82,20,12.46
707,1317402,Kyaikkami,MM,16.08,97.57,78.84,90,100,13.0
708,1259385,Port Blair,IN,11.67,92.75,82.89,82,100,15.86
709,2219235,Ubari,LY,26.59,12.78,95.07,12,0,19.1
710,2126199,Cherskiy,RU,68.75,161.3,65.17,49,100,3.78
711,6167817,Torbay,CA,47.67,-52.73,46.89,100,90,4.7
712,3833367,Ushuaia,AR,-54.8,-68.3,39.2,80,75,8.05
713,935215,Saint-Philippe,RE,-21.36,55.77,66.43,78,48,12.75
714,2163355,Hobart,AU,-42.88,147.33,55.72,54,90,6.93
715,3419842,Sisimiut,GL,66.94,-53.67,38.19,77,100,7.4
716,3460940,Itacaré,BR,-14.28,-39.0,77.0,94,40,17.22
717,4030556,Rikitea,PF,-23.12,-134.97,75.6,82,61,14.18
718,5122534,Jamestown,US,42.1,-79.24,65.52,55,90,5.53
719,4030556,Rikitea,PF,-23.12,-134.97,75.6,82,61,14.18
720,2077963,Albany,AU,-35.02,117.89,57.2,71,90,8.05
721,7626370,Bud,NO,62.91,6.91,75.2,50,20,10.29
722,5983607,Inuvik,CA,68.35,-133.72,60.8,55,75,9.17
723,3372707,Ribeira Grande,PT,38.52,-28.7,68.0,68,40,16.11
724,2063036,Port Lincoln,AU,-34.73,135.87,59.11,82,100,13.71
725,2155415,New Norfolk,AU,-42.78,147.06,53.19,80,99,3.0
726,4030556,Rikitea,PF,-23.12,-134.97,75.6,82,61,14.18
727,503965,Pushkinskiye Gory,RU,57.02,28.91,70.27,83,86,5.32
728,2206939,Bluff,NZ,-46.6,168.33,49.55,89,23,9.42
729,3669087,Pueblo Bello,CO,8.2,-76.53,78.8,88,75,1.1
730,4034551,Faanui,PF,-16.48,-151.75,80.42,79,89,15.1
731,5847411,Kahului,US,20.89,-156.47,73.94,69,20,12.75
732,935215,Saint-Philippe,RE,-21.36,55.77,66.43,78,48,12.75
733,2137773,Vao,NC,-22.67,167.48,72.01,72,0,20.92
734,2074865,Carnarvon,AU,-24.87,113.63,67.21,26,0,17.31
735,3932145,Pisco,PE,-13.7,-76.22,66.11,72,75,8.05
736,935215,Saint-Philippe,RE,-21.36,55.77,66.43,78,48,12.75
737,2015306,Tiksi,RU,71.69,128.87,52.07,60,100,11.39
738,2136825,Isangel,VU,-19.55,169.27,73.13,78,8,17.81
739,933288,Mopipi,BW,-21.18,24.88,60.78,44,0,3.27
740,3896218,Castro,CL,-42.47,-73.77,46.58,100,100,6.93
741,3369157,Cape Town,ZA,-33.93,18.42,59.0,72,20,6.93
742,1803560,Lingao,CN,19.91,109.69,79.81,81,95,6.8
743,3470451,Barretos,BR,-20.56,-48.57,79.23,47,0,8.93
744,3874787,Punta Arenas,CL,-53.15,-70.92,39.09,86,40,4.7
745,5779548,Payson,US,40.04,-111.73,70.18,52,75,8.05
746,3874787,Punta Arenas,CL,-53.15,-70.92,39.09,86,40,4.7
747,1507390,Dikson,RU,73.51,80.55,33.91,91,98,17.16
748,5354943,Half Moon Bay,US,37.46,-122.43,64.81,87,90,10.29
749,3366880,Hermanus,ZA,-34.42,19.23,55.99,85,60,13.27
750,4030556,Rikitea,PF,-23.12,-134.97,75.6,82,61,14.18
751,3874787,Punta Arenas,CL,-53.15,-70.92,39.09,86,40,4.7
752,3831208,Qaanaaq,GL,77.48,-69.36,35.62,84,72,5.91
753,5847411,Kahului,US,20.89,-156.47,73.94,69,20,12.75
754,978895,Margate,ZA,-30.86,30.37,59.85,66,0,7.94
755,4030556,Rikitea,PF,-23.12,-134.97,75.6,82,61,14.18
756,5972291,Havre-St-Pierre,CA,50.23,-63.6,59.0,41,1,18.34
757,1006984,East London,ZA,-33.02,27.91,62.13,74,62,8.84
758,3896218,Castro,CL,-42.47,-73.77,46.58,100,100,6.93
